"Variable","Label"
"hml35_22","result of malaria rapid test"
"hml35_23","result of malaria rapid test"
"hml35_24","result of malaria rapid test"
"hml35_25","result of malaria rapid test"
"hml35_26","result of malaria rapid test"
"hml35_27","result of malaria rapid test"
"hml35_28","result of malaria rapid test"
"hml35_29","result of malaria rapid test"
"hml35_30","result of malaria rapid test"
"hml35_31","result of malaria rapid test"
"hml35_32","result of malaria rapid test"
"hml35_33","result of malaria rapid test"
"hml35_34","result of malaria rapid test"
"hml35_35","result of malaria rapid test"
"hml35_36","result of malaria rapid test"
"hml35_37","result of malaria rapid test"
"hml35_38","result of malaria rapid test"
"hml35_39","result of malaria rapid test"
"hml35_40","result of malaria rapid test"
"hml35_41","result of malaria rapid test"
"hml35_42","result of malaria rapid test"
"hml35_43","result of malaria rapid test"
"hml35_44","result of malaria rapid test"
"hml35_45","result of malaria rapid test"
"hml35_46","result of malaria rapid test"
"hml35_47","result of malaria rapid test"
"hml35_48","result of malaria rapid test"
"hml35_49","result of malaria rapid test"
"hml35_50","result of malaria rapid test"
"hml35_51","result of malaria rapid test"
"hml35_52","result of malaria rapid test"
"hml35_53","result of malaria rapid test"
"hml35_54","result of malaria rapid test"
"hml35_55","result of malaria rapid test"
"hml35_56","result of malaria rapid test"
"hml35_57","result of malaria rapid test"
"hml35_58","result of malaria rapid test"
"hml35_59","result of malaria rapid test"
"hml35_60","result of malaria rapid test"
"hml35_61","result of malaria rapid test"
"hml35_62","result of malaria rapid test"
"hml35_63","result of malaria rapid test"
"hml35_64","result of malaria rapid test"
"hml35_65","result of malaria rapid test"
"hml35_66","result of malaria rapid test"
"hml35_67","result of malaria rapid test"
"hml35_68","result of malaria rapid test"
"hml35_69","result of malaria rapid test"
"hml35_70","result of malaria rapid test"
"hml35_71","result of malaria rapid test"
"hml35_72","result of malaria rapid test"
"hml35_73","result of malaria rapid test"
"hml35_74","result of malaria rapid test"
"hml35_75","result of malaria rapid test"
"hml35_76","result of malaria rapid test"
"hml35_77","result of malaria rapid test"
"hml35_78","result of malaria rapid test"
"hml35_79","result of malaria rapid test"
"hml35_80","result of malaria rapid test"
"hml35_81","result of malaria rapid test"
"hml35_82","result of malaria rapid test"
"hml35_83","result of malaria rapid test"
"hml35_84","result of malaria rapid test"
"hml35_85","result of malaria rapid test"
"hml35_86","result of malaria rapid test"
"hml35_87","result of malaria rapid test"
"hml35_88","result of malaria rapid test"
"hml35_89","result of malaria rapid test"
"hml35_90","result of malaria rapid test"
"idxchl_01","index to household schedule"
"idxchl_02","index to household schedule"
"idxchl_03","index to household schedule"
"idxchl_04","index to household schedule"
"idxchl_05","index to household schedule"
"idxchl_06","index to household schedule"
"idxchl_07","index to household schedule"
"idxchl_08","index to household schedule"
"idxchl_09","index to household schedule"
"idxchl_10","index to household schedule"
"idxchl_11","index to household schedule"
"idxchl_12","index to household schedule"
"idxchl_13","index to household schedule"
"idxchl_14","index to household schedule"
"idxchl_15","index to household schedule"
"idxchl_16","index to household schedule"
"idxchl_17","index to household schedule"
"idxchl_18","index to household schedule"
"idxchl_19","index to household schedule"
"idxchl_20","index to household schedule"
"chl1_01","worked for someone outside household"
"chl1_02","worked for someone outside household"
"chl1_03","worked for someone outside household"
"chl1_04","worked for someone outside household"
"chl1_05","worked for someone outside household"
"chl1_06","worked for someone outside household"
"chl1_07","worked for someone outside household"
"chl1_08","worked for someone outside household"
"chl1_09","worked for someone outside household"
"chl1_10","worked for someone outside household"
"chl1_11","worked for someone outside household"
"chl1_12","worked for someone outside household"
"chl1_13","worked for someone outside household"
"chl1_14","worked for someone outside household"
"chl1_15","worked for someone outside household"
"chl1_16","worked for someone outside household"
"chl1_17","worked for someone outside household"
"chl1_18","worked for someone outside household"
"chl1_19","worked for someone outside household"
"chl1_20","worked for someone outside household"
"chl2_01","hours worked for someone outside household"
"chl2_02","hours worked for someone outside household"
"chl2_03","hours worked for someone outside household"
"chl2_04","hours worked for someone outside household"
"chl2_05","hours worked for someone outside household"
"chl2_06","hours worked for someone outside household"
"chl2_07","hours worked for someone outside household"
"chl2_08","hours worked for someone outside household"
"chl2_09","hours worked for someone outside household"
"chl2_10","hours worked for someone outside household"
"chl2_11","hours worked for someone outside household"
"chl2_12","hours worked for someone outside household"
"chl2_13","hours worked for someone outside household"
"chl2_14","hours worked for someone outside household"
"chl2_15","hours worked for someone outside household"
"chl2_16","hours worked for someone outside household"
"chl2_17","hours worked for someone outside household"
"chl2_18","hours worked for someone outside household"
"chl2_19","hours worked for someone outside household"
"chl2_20","hours worked for someone outside household"
"chl3_01","na - fetched wood or water"
"chl3_02","na - fetched wood or water"
"chl3_03","na - fetched wood or water"
"chl3_04","na - fetched wood or water"
"chl3_05","na - fetched wood or water"
"chl3_06","na - fetched wood or water"
"chl3_07","na - fetched wood or water"
"chl3_08","na - fetched wood or water"
"chl3_09","na - fetched wood or water"
"chl3_10","na - fetched wood or water"
"chl3_11","na - fetched wood or water"
"chl3_12","na - fetched wood or water"
"chl3_13","na - fetched wood or water"
"chl3_14","na - fetched wood or water"
"chl3_15","na - fetched wood or water"
"chl3_16","na - fetched wood or water"
"chl3_17","na - fetched wood or water"
"chl3_18","na - fetched wood or water"
"chl3_19","na - fetched wood or water"
"chl3_20","na - fetched wood or water"
"chl4_01","na - hours spent fetching wood or water"
"chl4_02","na - hours spent fetching wood or water"
"chl4_03","na - hours spent fetching wood or water"
"chl4_04","na - hours spent fetching wood or water"
"chl4_05","na - hours spent fetching wood or water"
"chl4_06","na - hours spent fetching wood or water"
"chl4_07","na - hours spent fetching wood or water"
"chl4_08","na - hours spent fetching wood or water"
"chl4_09","na - hours spent fetching wood or water"
"chl4_10","na - hours spent fetching wood or water"
"chl4_11","na - hours spent fetching wood or water"
"chl4_12","na - hours spent fetching wood or water"
"chl4_13","na - hours spent fetching wood or water"
"chl4_14","na - hours spent fetching wood or water"
"chl4_15","na - hours spent fetching wood or water"
"chl4_16","na - hours spent fetching wood or water"
"chl4_17","na - hours spent fetching wood or water"
"chl4_18","na - hours spent fetching wood or water"
"chl4_19","na - hours spent fetching wood or water"
"chl4_20","na - hours spent fetching wood or water"
"chl5_01","did other family work, farm or selling in the street"
"chl5_02","did other family work, farm or selling in the street"
"chl5_03","did other family work, farm or selling in the street"
"chl5_04","did other family work, farm or selling in the street"
"chl5_05","did other family work, farm or selling in the street"
"chl5_06","did other family work, farm or selling in the street"
"chl5_07","did other family work, farm or selling in the street"
"chl5_08","did other family work, farm or selling in the street"
"chl5_09","did other family work, farm or selling in the street"
"chl5_10","did other family work, farm or selling in the street"
"chl5_11","did other family work, farm or selling in the street"
"chl5_12","did other family work, farm or selling in the street"
"chl5_13","did other family work, farm or selling in the street"
"chl5_14","did other family work, farm or selling in the street"
"chl5_15","did other family work, farm or selling in the street"
"chl5_16","did other family work, farm or selling in the street"
"chl5_17","did other family work, farm or selling in the street"
"chl5_18","did other family work, farm or selling in the street"
"chl5_19","did other family work, farm or selling in the street"
"chl5_20","did other family work, farm or selling in the street"
"chl6_01","hours spent working for family work, farm or selling in the street"
"chl6_02","hours spent working for family work, farm or selling in the street"
"chl6_03","hours spent working for family work, farm or selling in the street"
"chl6_04","hours spent working for family work, farm or selling in the street"
"chl6_05","hours spent working for family work, farm or selling in the street"
"chl6_06","hours spent working for family work, farm or selling in the street"
"chl6_07","hours spent working for family work, farm or selling in the street"
"chl6_08","hours spent working for family work, farm or selling in the street"
"chl6_09","hours spent working for family work, farm or selling in the street"
"chl6_10","hours spent working for family work, farm or selling in the street"
"chl6_11","hours spent working for family work, farm or selling in the street"
"chl6_12","hours spent working for family work, farm or selling in the street"
"chl6_13","hours spent working for family work, farm or selling in the street"
"chl6_14","hours spent working for family work, farm or selling in the street"
"chl6_15","hours spent working for family work, farm or selling in the street"
"chl6_16","hours spent working for family work, farm or selling in the street"
"chl6_17","hours spent working for family work, farm or selling in the street"
"chl6_18","hours spent working for family work, farm or selling in the street"
"chl6_19","hours spent working for family work, farm or selling in the street"
"chl6_20","hours spent working for family work, farm or selling in the street"
"chl7_01","did domestic household work"
"chl7_02","did domestic household work"
"chl7_03","did domestic household work"
"chl7_04","did domestic household work"
"chl7_05","did domestic household work"
"chl7_06","did domestic household work"
"chl7_07","did domestic household work"
"chl7_08","did domestic household work"
"chl7_09","did domestic household work"
"chl7_10","did domestic household work"
"chl7_11","did domestic household work"
"chl7_12","did domestic household work"
"chl7_13","did domestic household work"
"chl7_14","did domestic household work"
"chl7_15","did domestic household work"
"chl7_16","did domestic household work"
"chl7_17","did domestic household work"
"chl7_18","did domestic household work"
"chl7_19","did domestic household work"
"chl7_20","did domestic household work"
"chl8_01","hours spent doing domestic household work"
"chl8_02","hours spent doing domestic household work"
"chl8_03","hours spent doing domestic household work"
"chl8_04","hours spent doing domestic household work"
"chl8_05","hours spent doing domestic household work"
"chl8_06","hours spent doing domestic household work"
"chl8_07","hours spent doing domestic household work"
"chl8_08","hours spent doing domestic household work"
"chl8_09","hours spent doing domestic household work"
"chl8_10","hours spent doing domestic household work"
"chl8_11","hours spent doing domestic household work"
"chl8_12","hours spent doing domestic household work"
"chl8_13","hours spent doing domestic household work"
"chl8_14","hours spent doing domestic household work"
"chl8_15","hours spent doing domestic household work"
"chl8_16","hours spent doing domestic household work"
"chl8_17","hours spent doing domestic household work"
"chl8_18","hours spent doing domestic household work"
